"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","red","quality_group"
"266",6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,0,"mid"
"267",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,0,"mid"
"268",5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,0,"mid"
"269",5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,0,"mid"
"270",5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,0,"mid"
"271",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,0,"mid"
"272",5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,5,0,"mid"
"273",5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,5,0,"mid"
"274",6.6,0.58,0.3,5.1,0.057,30,123,0.9949,3.24,0.38,9,5,0,"mid"
"275",7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,0,"mid"
"276",6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,0,"mid"
"277",6.7,0.2,0.41,9.1,0.044,50,166,0.9954,3.14,0.58,9.8,6,0,"mid"
"278",7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,0,"mid"
"279",6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,4,0,"lo"
"280",7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,0,"hi"
"281",7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,0,"hi"
"282",6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,0,"hi"
"283",6.8,0.44,0.37,5.1,0.047,46,201,0.9938,3.08,0.65,10.5,4,0,"lo"
"284",6.7,0.34,0.3,15.6,0.054,51,196,0.9982,3.19,0.49,9.3,5,0,"mid"
"285",7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,0,"mid"
"286",7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,0,"mid"
"287",6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,0,"mid"
"288",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,"hi"
"289",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,"hi"
"290",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,"hi"
"291",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,0,"hi"
"292",5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,0,"mid"
"293",7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,0,"mid"
"294",6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7,0,"hi"
"295",9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3,0,"lo"
"296",6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,0,"mid"
"297",8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,0,"mid"
"298",7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7,0,"hi"
"299",7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,0,"mid"
"300",6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,0,"mid"
"301",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,0,"mid"
"302",8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,0,"mid"
"303",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,0,"mid"
"304",6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,0,"mid"
"305",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,0,"mid"
"306",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,0,"mid"
"307",7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,0,"mid"
"308",7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,0,"mid"
"309",6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7,0,"hi"
"310",6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,0,"mid"
"311",6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7,0,"hi"
"312",5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8,0,"hi"
"313",7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,0,"mid"
"314",5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,0,"mid"
"315",5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5,0,"mid"
"316",6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,0,"mid"
"317",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,0,"mid"
"318",6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,0,"mid"
"319",5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,0,"hi"
"320",6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6,0,"mid"
"321",6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,0,"hi"
"322",6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,0,"mid"
"323",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,0,"mid"
"324",6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,0,"mid"
"325",8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,0,"mid"
"326",7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5,0,"mid"
"327",7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,0,"mid"
"328",6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,0,"mid"
"329",6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,0,"mid"
"330",7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,0,"mid"
"331",6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,0,"hi"
"332",6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5,0,"mid"
"333",6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,0,"mid"
"334",6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5,0,"mid"
"335",5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,0,"mid"
"336",6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,0,"mid"
"337",6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,0,"mid"
"338",5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,0,"mid"
"339",5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5,0,"mid"
"340",6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7,0,"hi"
"341",7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,0,"hi"
"342",8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6,0,"mid"
"343",6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,0,"mid"
"344",5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5,0,"mid"
"345",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,0,"mid"
"346",7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,0,"mid"
"347",5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,0,"hi"
"348",6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,0,"mid"
"349",7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,0,"mid"
"350",7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5,0,"mid"
"351",6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,0,"hi"
"352",7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,0,"hi"
"353",5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6,0,"mid"
"354",7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,0,"hi"
"355",5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,0,"mid"
"356",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,0,"mid"
"357",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,0,"mid"
"358",6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,0,"mid"
"359",10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,0,"mid"
"360",6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,0,"mid"
"361",6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,0,"mid"
"362",7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,0,"mid"
"363",6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,0,"mid"
"364",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,0,"mid"
"365",6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7,0,"hi"
"366",6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7,0,"hi"
"367",6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,0,"mid"
"368",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,0,"mid"
"369",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,0,"mid"
"370",7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,0,"mid"
"371",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,0,"mid"
"372",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,0,"mid"
"373",6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5,0,"mid"
"374",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,0,"mid"
"375",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0,"hi"
"376",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0,"hi"
"377",6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,0,"hi"
"378",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,0,"hi"
"379",5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,0,"mid"
"380",6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,0,"hi"
"381",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,0,"hi"
"382",7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,0,"mid"
"383",7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,0,"mid"
"384",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,0,"mid"
"385",6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,0,"hi"
"386",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0,"hi"
"387",5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,0,"hi"
"388",6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,0,"mid"
"389",6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,0,"mid"
"390",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,0,"hi"
"391",7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,0,"hi"
"392",6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5,0,"mid"
"393",6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,0,"mid"
"394",7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,0,"mid"
"395",6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,0,"mid"
"396",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,0,"mid"
"397",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,0,"mid"
"398",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,0,"mid"
"399",5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5,0,"mid"
"400",6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,0,"mid"
"401",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,0,"mid"
"402",6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,0,"mid"
"403",6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5,0,"mid"
"404",7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,0,"mid"
"405",6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,0,"mid"
"406",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,0,"mid"
"407",5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7,0,"hi"
"408",6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5,0,"mid"
"409",6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,0,"mid"
"410",8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5,0,"mid"
"411",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,0,"mid"
"412",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,0,"mid"
"413",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,0,"mid"
"414",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,0,"mid"
"415",7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,0,"mid"
"416",7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,0,"mid"
"417",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,0,"mid"
"418",6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5,0,"mid"
"419",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,0,"mid"
"420",7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6,0,"mid"
"421",7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,0,"hi"
"422",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,0,"mid"
"423",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0,"mid"
"424",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0,"mid"
"425",6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,0,"hi"
"426",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,0,"mid"
"427",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,0,"mid"
"428",6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,0,"mid"
"429",7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,0,"mid"
"430",7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,0,"mid"
"431",6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5,0,"mid"
"432",6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,0,"mid"
"433",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0,"hi"
"434",7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4,0,"lo"
"435",7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,0,"hi"
"436",6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7,0,"hi"
"437",6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,0,"mid"
"438",6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8,0,"hi"
"439",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,0,"hi"
"440",6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,0,"mid"
"441",6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7,0,"hi"
"442",6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,0,"mid"
"443",6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,0,"hi"
"444",6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,0,"mid"
"445",6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,0,"mid"
"446",7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,0,"lo"
"447",5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,0,"mid"
"448",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,0,"mid"
"449",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,0,"mid"
"450",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,0,"hi"
"451",7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,0,"mid"
"452",6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5,0,"mid"
"453",5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,0,"hi"
"454",6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,0,"hi"
"455",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,0,"hi"
"456",6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,0,"mid"
"457",6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,0,"hi"
"458",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,0,"mid"
"459",6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,0,"mid"
"460",6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5,0,"mid"
"461",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,0,"mid"
"462",7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5,0,"mid"
"463",5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5,0,"mid"
"464",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,0,"mid"
"465",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,0,"mid"
"466",6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5,0,"mid"
"467",7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,0,"mid"
"468",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,0,"mid"
"469",7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,0,"mid"
"470",7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5,0,"mid"
"471",8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,0,"mid"
"472",6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5,0,"mid"
"473",6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,0,"mid"
"474",7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,0,"hi"
"475",5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,0,"mid"
"476",7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,0,"mid"
"477",7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,0,"hi"
"478",7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,0,"mid"
"479",7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,0,"mid"
"480",6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,0,"mid"
"481",6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,0,"mid"
"482",5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,0,"mid"
"483",5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5,0,"mid"
"484",6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,0,"mid"
"485",6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,0,"mid"
"486",6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,0,"mid"
"487",6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6,0,"mid"
"488",6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6,0,"mid"
"489",7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,0,"mid"
"490",7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,0,"mid"
"491",7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,0,"mid"
"492",7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,0,"hi"
"493",7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6,0,"mid"
"494",6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6,0,"mid"
"495",6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,0,"mid"
"496",5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,0,"mid"
"497",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,0,"lo"
"498",6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6,0,"mid"
"499",5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,0,"mid"
"500",7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,0,"lo"
"501",7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6,0,"mid"
"502",6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6,0,"mid"
"503",6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6,0,"mid"
"504",6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5,0,"mid"
"505",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,0,"mid"
"506",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,0,"mid"
"507",7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,0,"mid"
"508",6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,0,"hi"
"509",5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,0,"mid"
"510",6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7,0,"hi"
"511",6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,0,"mid"
"512",7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6,0,"mid"
"513",7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,0,"mid"
"514",7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,0,"mid"
"515",7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,0,"hi"
"516",6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6,0,"mid"
"517",6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5,0,"mid"
"518",7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,0,"mid"
"519",5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,0,"mid"
"520",7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,0,"mid"
"521",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,0,"mid"
"522",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,0,"mid"
"523",6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6,0,"mid"
"524",5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,0,"mid"
"525",5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,0,"mid"
"526",5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,0,"mid"
"527",7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4,0,"lo"
"528",6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6,0,"mid"
"529",5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,0,"mid"
"530",5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,0,"mid"
"531",6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,0,"mid"
